// <0000> あの日から、数日を経た。
<0000> あの日から、数日を経た。
// <2057> 瑚太朗
<2057> 瑚太朗

// <2058> 「お前、それを切り出すためにむくれただろ」
<2058> 「お前、それを切り出すためにむくれただろ」

// <2059> ルチア
<2059> ルチア

// <2060> 「え、あッ、そんなことないッ、そんなことないっ」
<2060> 「え、あッ、そんなことないッ、そんなことないっ」

// <2061> 瑚太朗
<2061> 瑚太朗

// <2062> 「素直に、手を繋ごうぜって言えばいいのに。言えたらしてやるぜ。……ほれ」
<2062> 「素直に、手を繋ごうぜって言えばいいのに。言えたらしてやるぜ。……ほれ」

// <2063> ほら早くと言わんばかりに、そして当たり前な仕草で、彼女に腕を差し出す。
<2063> ほら早くと言わんばかりに、そして当たり前な仕草で、彼女に腕を差し出す。

// <2064> ルチアは、その手と俺の顔を何度も見比べてから、……俯いて、絞り出すような声で言う。
<2064> ルチアは、その手と俺の顔を何度も見比べてから、……俯いて、絞り出すような声で言う。

// <2065> ルチア
<2065> ルチア

// <2066> 「……て、………手…。…繋いで、……下さい…」
<2066> 「……て、………手…。…繋いで、……下さい…」

// <2067> 瑚太朗
<2067> 瑚太朗

// <2068> 「素直に言えるじゃないか。ほら、行こうぜ。手を繋いで」
<2068> 「素直に言えるじゃないか。ほら、行こうぜ。手を繋いで」

// <2069> ルチアの真っ白な手が、おずおずと伸びる。
<2069> ルチアの真っ白な手が、おずおずと伸びる。

// <2070> そして、俺はようやく気付く。
<2070> そして、俺はようやく気付く。

// <2071> 瑚太朗
<2071> 瑚太朗

// <2072> 「ルチア、……それ」
<2072> 「ルチア、……それ」

// <2073> 
<2073> 

// <2074> ルチア
<2074> ルチア

// <2075> 「……きょ、…今日は、………いらないと思った」
<2075> 「……きょ、…今日は、………いらないと思った」

// <2076> 彼女の手をいつも覆い、全てからの拒絶を表す象徴の、……あの白い手袋が、なかった。
<2076> 彼女の手をいつも覆い、全てからの拒絶を表す象徴の、……あの白い手袋が、なかった。

// <2077> ルチア
<2077> ルチア

// <2078> 「…瑚太朗となら、……被せ物、…いらない」
<2078> 「…瑚太朗となら、……被せ物、…いらない」

// <2079> 瑚太朗
<2079> 瑚太朗

// <2080> 「いいのか…？　生で、握っちまっても」
<2080> 「いいのか…？　生で、握っちまっても」

// <2081> 無垢な、透き通るような白い手。
<2081> 無垢な、透き通るような白い手。

// <2082> その手を、俺みたいな男が握ってもいいものか、戸惑いさえ覚えた。
<2082> その手を、俺みたいな男が握ってもいいものか、戸惑いさえ覚えた。

// <2083> いや、その戸惑いは不要だ。
<2083> いや、その戸惑いは不要だ。

// <2084> 俺の無骨な手が、新雪のような彼女の手を握る。
<2084> 俺の無骨な手が、新雪のような彼女の手を握る。

// <2085> 思った以上に小さくて、柔らかい手だった…。
<2085> 思った以上に小さくて、柔らかい手だった…。

// <2086> 瑚太朗
<2086> 瑚太朗

// <2087> 「よく、手袋を外せたな」
<2087> 「よく、手袋を外せたな」

// <2088> ルチア
<2088> ルチア

// <2089> 「多分、今日だけだ。……学校ではまだ、外したくない」
<2089> 「多分、今日だけだ。……学校ではまだ、外したくない」

// <2090> 瑚太朗
<2090> 瑚太朗

// <2091> 「外せるさ。きっといつか」
<2091> 「外せるさ。きっといつか」

// <2092> ルチア
<2092> ルチア

// <2093> 「いやだ。……瑚太朗に触れる以外は、手袋でいい」
<2093> 「いやだ。……瑚太朗に触れる以外は、手袋でいい」

// <2094> 瑚太朗
<2094> 瑚太朗

// <2095> 「それもそうだな。俺も実は。この手に触れるのは、俺一人だけってのも悪くない気がしてきた」
<2095> 「それもそうだな。俺も実は。この手に触れるのは、俺一人だけってのも悪くない気がしてきた」

// <2096> ルチア
<2096> ルチア

// <2097> 「瑚太朗だけの、……独り占めでいい」
<2097> 「瑚太朗だけの、……独り占めでいい」

// <2098> ダメだ、シリアスに決めるべきシーンなのに鼻血出そうだ…。
<2098> ダメだ、シリアスに決めるべきシーンなのに鼻血出そうだ…。

// <2099> もうそれ以上は勘弁して下さい、ルチアさん。鼻だけじゃなく、耳からまで血が噴出しそうデス…。
<2099> もうそれ以上は勘弁して下さい、ルチアさん。鼻だけじゃなく、耳からまで血が噴出しそうデス…。

// <2100> 瑚太朗
<2100> 瑚太朗

// <2101> 「じゃ、じゃあ、行こうぜっ」
<2101> 「じゃ、じゃあ、行こうぜっ」

// <2102> 
<2102> 

// <2103> ルチア
<2103> ルチア

// <2104> 「瑚太朗、すごいな。顔が真っ赤だ」
<2104> 「瑚太朗、すごいな。顔が真っ赤だ」

// <2105> 瑚太朗
<2105> 瑚太朗

// <2106> 「お前に言われたくないっ」
<2106> 「お前に言われたくないっ」

// <2107> 
<2107> 

// <2108> ルチア
<2108> ルチア

// <2109> 「わ、私のどこが真っ赤だというんだっ」
<2109> 「わ、私のどこが真っ赤だというんだっ」

// <2110> 一番、顔を真っ赤にしている彼女に、そう言われる。
<2110> 一番、顔を真っ赤にしている彼女に、そう言われる。

// <2111> 思わず吹き出してしまう。その笑いに彼女は憮然とするかと思ったが、それが俺の照れ隠しに見えたのかもしれない。
<2111> 思わず吹き出してしまう。その笑いに彼女は憮然とするかと思ったが、それが俺の照れ隠しに見えたのかもしれない。

// <2112> ルチアも一緒になって、俺たちは互いが真っ赤だとしばらく笑い合うのだった。
<2112> ルチアも一緒になって、俺たちは互いが真っ赤だとしばらく笑い合うのだった。

// <2113> 評判どおり、内部の吹き抜けはすごい迫力だった。
<2113> 評判どおり、内部の吹き抜けはすごい迫力だった。

// <2114> これはついついエスカレーターで、どこまでも昇っていってしまいそうになる。
<2114> これはついついエスカレーターで、どこまでも昇っていってしまいそうになる。

// <2115> なるほどな、それこそ、向こうの思う壺ってわけだ。２０階の展望フロアまで連れて行かれちまったら、あとは降りる度に、魅力的な店に誘惑されるわけだ。
<2115> なるほどな、それこそ、向こうの思う壺ってわけだ。２０階の展望フロアまで連れて行かれちまったら、あとは降りる度に、魅力的な店に誘惑されるわけだ。

// <2116> さぞや、財布の紐を守りきるのは難しいだろう。しかし、それはカネのある大人の話だ。
<2116> さぞや、財布の紐を守りきるのは難しいだろう。しかし、それはカネのある大人の話だ。

// <2117> 俺たちは元からカネのない、ウィンドウショッピング専門だから、何も気にせず好き勝手な店に入れる。
<2117> 俺たちは元からカネのない、ウィンドウショッピング専門だから、何も気にせず好き勝手な店に入れる。

// <2118> 瑚太朗
<2118> 瑚太朗

// <2119> 「女の子って、こういう化粧品、好きだよな。やっぱりルチアもか？」
<2119> 「女の子って、こういう化粧品、好きだよな。やっぱりルチアもか？」

// <2120> ルチア
<2120> ルチア

// <2121> 「それほど好きではなかったが、……最近は、そう悪いものでもないかなと思い始めた」
<2121> 「それほど好きではなかったが、……最近は、そう悪いものでもないかなと思い始めた」

// <2122> 最初に入ったのは、高級感溢れる化粧品店だった。
<2122> 最初に入ったのは、高級感溢れる化粧品店だった。

// <2123> 薬局の化粧品売り場になら出入りすることはあるが、こういう類の店はいつも素通りだった。
<2123> 薬局の化粧品売り場になら出入りすることはあるが、こういう類の店はいつも素通りだった。

// <2124> 女の子と一緒じゃないとなかなか縁のない店の一つだ。
<2124> 女の子と一緒じゃないとなかなか縁のない店の一つだ。

// <2125> 瑚太朗
<2125> 瑚太朗

// <2126> 「た、……高ぇっ…」
<2126> 「た、……高ぇっ…」

// <2127> 瑚太朗
<2127> 瑚太朗

// <2128> 「風呂上りの顔を湿らせるだけの液体が、何でこんなに高いんだ…！？」
<2128> 「風呂上りの顔を湿らせるだけの液体が、何でこんなに高いんだ…！？」

// <2129> ルチア
<2129> ルチア

// <2130> 「自分の顔に毎日塗るものだぞ。安物のおかしな化粧水を使ってかぶれたりしたら怖いだろうが」
<2130> 「自分の顔に毎日塗るものだぞ。安物のおかしな化粧水を使ってかぶれたりしたら怖いだろうが」

// <2131> 瑚太朗
<2131> 瑚太朗

// <2132> 「なるほどな。カップラーメンじゃあるまいし、薬と化粧品だけは、安さより、しっかりしたものを選びたいな…」
<2132> 「なるほどな。カップラーメンじゃあるまいし、薬と化粧品だけは、安さより、しっかりしたものを選びたいな…」

// <2133> ルチア
<2133> ルチア

// <2134> 「肌との相性もある。値段だけの問題でもない。色々と試し、自分によく合ったものを探すべきだそうだ」
<2134> 「肌との相性もある。値段だけの問題でもない。色々と試し、自分によく合ったものを探すべきだそうだ」

// <2135> 瑚太朗
<2135> 瑚太朗

// <2136> 「まぁ、自分への投資だと思えば、この小洒落た瓶の、１万２千円する化粧水も買えないわけじゃないか…」
<2136> 「まぁ、自分への投資だと思えば、この小洒落た瓶の、１万２千円する化粧水も買えないわけじゃないか…」
