// <0000> 遠くでずっと、……悲しげな風の音が聞こえる。
<0000> 遠くでずっと、……悲しげな風の音が聞こえる。
// <2120> 一方の瑚太朗は、予告通り、ルチアを渾身の力で殴り飛ばすべく、右腕が振り上げられている。
<2120> 一方の瑚太朗は、予告通り、ルチアを渾身の力で殴り飛ばすべく、右腕が振り上げられている。

// <2121> 瑚太朗は気付いていないが、ルチア同様に瘴気の世界で生きることに適した肉体は、普段の瑚太朗の常識をはるかに超えたスピードとパワーを与えていた。
<2121> 瑚太朗は気付いていないが、ルチア同様に瘴気の世界で生きることに適した肉体は、普段の瑚太朗の常識をはるかに超えたスピードとパワーを与えていた。

// <2122> それがなかったら、振り上げることさえままならず、瑚太朗は両断されていただろう。
<2122> それがなかったら、振り上げることさえままならず、瑚太朗は両断されていただろう。

// <2123> だから、ルチアの刃と瑚太朗の拳は、同時に振り上げられ、同時に相手を狙って繰り出される。
<2123> だから、ルチアの刃と瑚太朗の拳は、同時に振り上げられ、同時に相手を狙って繰り出される。

// <2124> ルチアの刃は、瑚太朗の頭上へゆっくり振り下ろされていく。
<2124> ルチアの刃は、瑚太朗の頭上へゆっくり振り下ろされていく。

// <2125> 瑚太朗の拳は、ルチアの顔面へゆっくりと伸びていく。
<2125> 瑚太朗の拳は、ルチアの顔面へゆっくりと伸びていく。

// <2126> ……刃と拳の交差では、……結果は相打ちとは、なり得ない…。
<2126> ……刃と拳の交差では、……結果は相打ちとは、なり得ない…。

// <2127> ルチアとの日々が、こんな１秒を千に切り刻んだ世界であっても、過ぎる。
<2127> ルチアとの日々が、こんな１秒を千に切り刻んだ世界であっても、過ぎる。

// <2128> それが走馬灯と呼ばれるものならば、……この１秒にも満たない死闘の勝者は、……ルチアだ。
<2128> それが走馬灯と呼ばれるものならば、……この１秒にも満たない死闘の勝者は、……ルチアだ。

// <2129> 瑚太朗の脳裏に過ぎるのは、ルチアとの日々。
<2129> 瑚太朗の脳裏に過ぎるのは、ルチアとの日々。

// <2130> 
<2130> 

// <2131> 吉野に激辛パフェを食わせてやろうとしたら、手違いでルチアに食べさせてしまった。
<2131> 吉野に激辛パフェを食わせてやろうとしたら、手違いでルチアに食べさせてしまった。

// <2132> 辛い辛いと悶絶するはずなのに、けろりとしていた彼女に関心を持ったのが、初めて彼女を意識した瞬間だった。
<2132> 辛い辛いと悶絶するはずなのに、けろりとしていた彼女に関心を持ったのが、初めて彼女を意識した瞬間だった。

// <2133> それ以来、何度も学食でおかしな騒ぎになって、何度も誤解されてぶん殴られたっけ。
<2133> それ以来、何度も学食でおかしな騒ぎになって、何度も誤解されてぶん殴られたっけ。

// <2134> ……あの日々を思い出すと泣きたくなる。
<2134> ……あの日々を思い出すと泣きたくなる。

// <2135> おかしな秘密結社も陰謀も、毒も呪いも何もなかった！　俺は、あの日々を渇望するッ！！
<2135> おかしな秘密結社も陰謀も、毒も呪いも何もなかった！　俺は、あの日々を渇望するッ！！

// <2136> アサヒハルカの怪談を知り、面白そうなネタくらいに思って首を突っ込んだ。
<2136> アサヒハルカの怪談を知り、面白そうなネタくらいに思って首を突っ込んだ。

// <2137> そしてルチアの過去に触れ、秘密を知り、彼女に心の底から同情した。
<2137> そしてルチアの過去に触れ、秘密を知り、彼女に心の底から同情した。

// <2138> そう。彼女は同情を嫌う。同情はいらないと何度も叫んでる。
<2138> そう。彼女は同情を嫌う。同情はいらないと何度も叫んでる。

// <2139> ……なら、あの日々は彼女にとって耐えがたいものなのか？
<2139> ……なら、あの日々は彼女にとって耐えがたいものなのか？

// <2140> しかし同情の気持ちは次第に変わっていった。
<2140> しかし同情の気持ちは次第に変わっていった。

// <2141> 静流にそれを気付かされて、……ようやく俺は、ルチアという人間を好きになったんだ。
<2141> 静流にそれを気付かされて、……ようやく俺は、ルチアという人間を好きになったんだ。

// <2142> 世界が滅ぶか否か、核で死ぬか生きるかの瀬戸際に、ルチアはここへ訪れた。
<2142> 世界が滅ぶか否か、核で死ぬか生きるかの瀬戸際に、ルチアはここへ訪れた。

// <2143> ……あの日々は、彼女にとっては永遠に輝かしいものなんだ。
<2143> ……あの日々は、彼女にとっては永遠に輝かしいものなんだ。

// <2144> 彼女は知っていた。俺が同情心なんかじゃなく、本当に好きになったことを理解していたんだ。
<2144> 彼女は知っていた。俺が同情心なんかじゃなく、本当に好きになったことを理解していたんだ。

// <2145> だから、あんなにも俺のことを受け入れようとしてくれたんだ…。
<2145> だから、あんなにも俺のことを受け入れようとしてくれたんだ…。

// <2146> 彼女も俺も、かつて好んだ言葉。“俺は生涯、ルチアを孤独にしない”。
<2146> 彼女も俺も、かつて好んだ言葉。“俺は生涯、ルチアを孤独にしない”。

// <2147> その言葉は、……同情に塗れたものではないのか？
<2147> その言葉は、……同情に塗れたものではないのか？

// <2148> 俺はさっきからずっと、……きっと抑制剤は見つかるとか、俺はお前を見捨てないとか、そんな話ばっかりじゃないか。
<2148> 俺はさっきからずっと、……きっと抑制剤は見つかるとか、俺はお前を見捨てないとか、そんな話ばっかりじゃないか。

// <2149> ルチアが欲しかったのは何か、俺はまだ、わかってないってのか…？
<2149> ルチアが欲しかったのは何か、俺はまだ、わかってないってのか…？

// <2150> 彼女が望むのは、同情じゃない。
<2150> 彼女が望むのは、同情じゃない。

// <2151> 毒とか抑制剤とか、そんなの関係ない。
<2151> 毒とか抑制剤とか、そんなの関係ない。

// <2152> だから、此花ルチアの日々に執着するかのような俺の言葉は、同情に塗れ、空虚なんだ…！！
<2152> だから、此花ルチアの日々に執着するかのような俺の言葉は、同情に塗れ、空虚なんだ…！！

// <2153> ルチア
<2153> ルチア

// <2154> 「……ありがとう、瑚太朗」
<2154> 「……ありがとう、瑚太朗」

// <2155> ルチア
<2155> ルチア

// <2156> 「お前との日々は、……私が必ず、千年の後の世界へ語り継ぐ！！」
<2156> 「お前との日々は、……私が必ず、千年の後の世界へ語り継ぐ！！」

// <2157> ルチア
<2157> ルチア

// <2158> 「お前との記憶だけが、唯一の旧世界の輝きだッ！！」
<2158> 「お前との記憶だけが、唯一の旧世界の輝きだッ！！」

// <2159> 瑚太朗
<2159> 瑚太朗

// <2160> 「………わかったよ。…お前の、意味」
<2160> 「………わかったよ。…お前の、意味」

// <2161> ルチア
<2161> ルチア

// <2162> 「何……ッ、」
<2162> 「何……ッ、」

// <2163> 時間が爆ぜて砕け散る。
<2163> 時間が爆ぜて砕け散る。

// <2164> ルチアの一刀の前に瑚太朗は一刀両断に？　……ならない。
<2164> ルチアの一刀の前に瑚太朗は一刀両断に？　……ならない。

// <2165> 瑚太朗の腕はルチアを殴るために繰り出されていなかった。その腕で、ルチアの刃を受けている。
<2165> 瑚太朗の腕はルチアを殴るために繰り出されていなかった。その腕で、ルチアの刃を受けている。

// <2166> 鋭い刃は確かに肉を裂き、骨に至っていた。しかし、……そこまで。
<2166> 鋭い刃は確かに肉を裂き、骨に至っていた。しかし、……そこまで。

// <2167> 静流でさえ、バターのように斬り伏せた超振動の刃が、……たかだか毒の世界に耐性を持つだけの瑚太朗のたかだか腕一本を、骨一本を、どうして切断できない！？
<2167> 静流でさえ、バターのように斬り伏せた超振動の刃が、……たかだか毒の世界に耐性を持つだけの瑚太朗のたかだか腕一本を、骨一本を、どうして切断できない！？

// <2168> ルチア
<2168> ルチア

// <2169> 「ほ、…ほう…！　何と頑丈な腕だ！！」
<2169> 「ほ、…ほう…！　何と頑丈な腕だ！！」

// <2170> ルチア
<2170> ルチア

// <2171> 「だが我が刃に斬れぬものはない！！　削り斬るッ！！　そしてそのまま頭から真っ二つだッ！！！」
<2171> 「だが我が刃に斬れぬものはない！！　削り斬るッ！！　そしてそのまま頭から真っ二つだッ！！！」

// <2172> 瑚太朗
<2172> 瑚太朗

// <2173> 「削り、斬る？」
<2173> 「削り、斬る？」

// <2174> ルチア
<2174> ルチア

// <2175> 「私の意味などお前にはもはやわからん！！　削り斬られて死ねッ！！！」
<2175> 「私の意味などお前にはもはやわからん！！　削り斬られて死ねッ！！！」

// <2176> 超振動の甲高い金属音と同時に、オレンジの火花が激しく散る。
<2176> 超振動の甲高い金属音と同時に、オレンジの火花が激しく散る。

// <2177> 俺の腕の肉を裂き、骨を切断しようと削っている。
