// <0000> 
<0000> 

// <0001> 瑚太朗＿必要
// <3669> 瑚太朗＿必要
<3669> 瑚太朗＿必要

// <3670> 「あの！」
<3670> 「あの！」

// <3671> 江坂
<3671> 江坂

// <3672> 「何だ」
<3672> 「何だ」

// <3673> 瑚太朗＿必要
<3673> 瑚太朗＿必要

// <3674> 「…どうすれば、もっと役に立てる人間になれますかね」
<3674> 「…どうすれば、もっと役に立てる人間になれますかね」

// <3675> 江坂
<3675> 江坂

// <3676> 「ふ…」
<3676> 「ふ…」

// <3677> 江坂
<3677> 江坂

// <3678> 「私もかつて、役立たずと呼ばれていた」
<3678> 「私もかつて、役立たずと呼ばれていた」

// <3679> 瑚太朗＿必要
<3679> 瑚太朗＿必要

// <3680> 「江坂さんが？」
<3680> 「江坂さんが？」

// <3681> 江坂
<3681> 江坂

// <3682> 「今でも、運動能力では三国にさえ劣るはずだ」
<3682> 「今でも、運動能力では三国にさえ劣るはずだ」

// <3683> 瑚太朗＿必要
<3683> 瑚太朗＿必要

// <3684> 「嘘でしょ…」
<3684> 「嘘でしょ…」

// <3685> 江坂
<3685> 江坂

// <3686> 「だが、それはあくまで英雄としての話だ」
<3686> 「だが、それはあくまで英雄としての話だ」

// <3687> 江坂
<3687> 江坂

// <3688> 「兵隊に求められる資質は、英雄のそれとはまったく異なる」
<3688> 「兵隊に求められる資質は、英雄のそれとはまったく異なる」

// <3689> 江坂
<3689> 江坂

// <3690> 「超人は傲慢なものだ。英雄になりたがる。だが私は、兵隊として自分を鍛えた」
<3690> 「超人は傲慢なものだ。英雄になりたがる。だが私は、兵隊として自分を鍛えた」

// <3691> 江坂
<3691> 江坂

// <3692> 「天王寺…英雄になるな。兵士であれ」
<3692> 「天王寺…英雄になるな。兵士であれ」

// <3693> 江坂
<3693> 江坂

// <3694> 「それが貴様の生きる道となる」
<3694> 「それが貴様の生きる道となる」

// <3695> ■友達■　ID:
<3695> ■友達■　ID:

// <3696> 　NO:
<3696> 　NO:

// <3697> ガーディアン勢力で最強の戦闘集団と噂される、バイアーン帯剣緑地騎士団。
<3697> ガーディアン勢力で最強の戦闘集団と噂される、バイアーン帯剣緑地騎士団。

// <3698> 以前、森で俺を助けてくれたあの人たちがそうだ。
<3698> 以前、森で俺を助けてくれたあの人たちがそうだ。

// <3699> アグレッサー
<3699> アグレッサー

// <3700> 戦技教導
<3700> 戦技教導

// <3701> 部隊だという。
<3701> 部隊だという。

// <3702> 超人による戦闘技術の考案、実証、指導を行うチームだ。
<3702> 超人による戦闘技術の考案、実証、指導を行うチームだ。

// <3703> 江坂さんは、そこの団長でもあるような人なのだ。
<3703> 江坂さんは、そこの団長でもあるような人なのだ。

// <3704> 若い頃は傭兵として紛争地帯で活躍し、
<3704> 若い頃は傭兵として紛争地帯で活躍し、

// <3705> ガーディアンに民間警備部門設立の流れを作った功労者でもある。
<3705> ガーディアンに民間警備部門設立の流れを作った功労者でもある。

// <3706> だから俺が個人指導を受けることを、公然とひいき呼ばわりする者もいた。
<3706> だから俺が個人指導を受けることを、公然とひいき呼ばわりする者もいた。

// <3707> ひいきで結構。
<3707> ひいきで結構。

// <3708> 実際、俺には指導が必要だった。皆の足を引っぱらないためにも。
<3708> 実際、俺には指導が必要だった。皆の足を引っぱらないためにも。

// <3709> 昼は訓練に打ち込み、夜は自主的に教本を読みあさった。
<3709> 昼は訓練に打ち込み、夜は自主的に教本を読みあさった。

// <3710> 試験前夜でさえ、ここまで熱心にやったことはない。
<3710> 試験前夜でさえ、ここまで熱心にやったことはない。

// <3711> 足りないものを埋めるのだという決意が、俺を突き動かした。
<3711> 足りないものを埋めるのだという決意が、俺を突き動かした。

// <3712> 俺はもう疑う余地もなく汚染系の超人だ。
<3712> 俺はもう疑う余地もなく汚染系の超人だ。

// <3713> この系統の強みは、応用範囲の広さにあるという。
<3713> この系統の強みは、応用範囲の広さにあるという。

// <3714> 直接的な火力には結びつかなくても、幅の広い能力であることが多いそうだ。
<3714> 直接的な火力には結びつかなくても、幅の広い能力であることが多いそうだ。

// <3715> 江坂
<3715> 江坂

// <3716> 『派手さには欠けるが、工夫次第ではどんな相手とでも渡り合える』
<3716> 『派手さには欠けるが、工夫次第ではどんな相手とでも渡り合える』

// <3717> 熱意が溝を埋めたのか、俺の成績は長居と並ぶ程度にまでは向上してくれた。
<3717> 熱意が溝を埋めたのか、俺の成績は長居と並ぶ程度にまでは向上してくれた。

// <3718> たいした進歩じゃないが、数週間の成果としてはまずまずのはずだ。
<3718> たいした進歩じゃないが、数週間の成果としてはまずまずのはずだ。

// <3719> 訓練、四週間目に突入。
<3719> 訓練、四週間目に突入。

// <3720> 対魔物の本格的なメニューが導入されていた。
<3720> 対魔物の本格的なメニューが導入されていた。

// <3721> 教官ふたりが獅子舞をやる。
<3721> 教官ふたりが獅子舞をやる。

// <3722> ビルにたてこもった獅子舞型の魔物を、チームで駆除するという筋書きだ。
<3722> ビルにたてこもった獅子舞型の魔物を、チームで駆除するという筋書きだ。

// <3723> 冗談めいたノリに、皆気分をゆるめた。
<3723> 冗談めいたノリに、皆気分をゆるめた。

// <3724> 一番調子こいていたのは今宮だ。
<3724> 一番調子こいていたのは今宮だ。

// <3725> 今宮
<3725> 今宮

// <3726> 「楽勝じゃね？」
<3726> 「楽勝じゃね？」

// <3727> 今宮
<3727> 今宮

// <3728> 「獅子舞って、ハンデもらってるようなもんだべ？」
<3728> 「獅子舞って、ハンデもらってるようなもんだべ？」

// <3729> 西九条
<3729> 西九条

// <3730> 「そうなのかな。教官ふたり相手にするって、かなり無理だと思うけど」
<3730> 「そうなのかな。教官ふたり相手にするって、かなり無理だと思うけど」

// <3731> 長居
<3731> 長居

// <3732> 「でも実力は発揮できないはずだよね」
<3732> 「でも実力は発揮できないはずだよね」

// <3733> 今宮
<3733> 今宮

// <3734> 「そうそう」
<3734> 「そうそう」

// <3735> 瑚太朗＿必要
<3735> 瑚太朗＿必要

// <3736> 「…そうとは思えないんだけど」
<3736> 「…そうとは思えないんだけど」

// <3737> 今宮
<3737> 今宮

// <3738> 「あ、何？　天王寺先生自ら貴重なご意見でも？」
<3738> 「あ、何？　天王寺先生自ら貴重なご意見でも？」

// <3739> 瑚太朗＿必要
<3739> 瑚太朗＿必要

// <3740> 「…ねぇよ」
<3740> 「…ねぇよ」

// <3741> 今宮
<3741> 今宮

// <3742> 「あっそ、お疲れ」
<3742> 「あっそ、お疲れ」

// <3743> 西九条
<3743> 西九条

// <3744> 「待って。言ってみなよ」
<3744> 「待って。言ってみなよ」

// <3745> 瑚太朗＿必要
<3745> 瑚太朗＿必要

// <3746> 「いいよもう」
<3746> 「いいよもう」

// <3747> 西九条
<3747> 西九条

// <3748> 「あんたのそういうところ、ちょっとイラつく」
<3748> 「あんたのそういうところ、ちょっとイラつく」

// <3749> 久しぶりにキツいなと思った一言。
<3749> 久しぶりにキツいなと思った一言。

// <3750> 長居
<3750> 長居

// <3751> 「言いたいことあるなら、言ってみたら？」
<3751> 「言いたいことあるなら、言ってみたら？」

// <3752> 今宮
<3752> 今宮

// <3753> 「…言えよ。聞いてやるし」
<3753> 「…言えよ。聞いてやるし」

// <3754> 瑚太朗＿必要
<3754> 瑚太朗＿必要

// <3755> 「…」
<3755> 「…」

// <3756> 瑚太朗＿必要
<3756> 瑚太朗＿必要

// <3757> 「あの獅子舞、ハンデっていうか、同サイズの魔物を再現してるわけだろ」
<3757> 「あの獅子舞、ハンデっていうか、同サイズの魔物を再現してるわけだろ」

// <3758> 今宮
<3758> 今宮

// <3759> 「いや、そうだろ。そんなの見りゃわかるし。アホかおめーは」
<3759> 「いや、そうだろ。そんなの見りゃわかるし。アホかおめーは」

// <3760> 瑚太朗＿必要
<3760> 瑚太朗＿必要

// <3761> 「そういう意味じゃない」
<3761> 「そういう意味じゃない」

// <3762> 今宮
<3762> 今宮

// <3763> 「どんなだよ」
<3763> 「どんなだよ」

// <3764> 瑚太朗＿必要
<3764> 瑚太朗＿必要

// <3765> 「教官たちの動きは制限されるだろうけど、その分、本気は出してくると思う」
<3765> 「教官たちの動きは制限されるだろうけど、その分、本気は出してくると思う」

// <3766> 西九条
<3766> 西九条

// <3767> 「どうしてそう思うの？」
<3767> 「どうしてそう思うの？」

// <3768> 瑚太朗＿必要
<3768> 瑚太朗＿必要

// <3769> 「あのサイズの魔物って、半端じゃない」
<3769> 「あのサイズの魔物って、半端じゃない」

// <3770> 瑚太朗＿必要
<3770> 瑚太朗＿必要

// <3771> 「虎の魔物がいたとしたら、そいつは実際の虎より強いよ」
<3771> 「虎の魔物がいたとしたら、そいつは実際の虎より強いよ」

// <3772> 瑚太朗＿必要
<3772> 瑚太朗＿必要

// <3773> 「俺たちにそのことを指導しようとしてるんなら、ヤバいと思うよ。この訓練」
<3773> 「俺たちにそのことを指導しようとしてるんなら、ヤバいと思うよ。この訓練」

// <3774> 瑚太朗＿必要
<3774> 瑚太朗＿必要

// <3775> 「怪我人ひとりふたりくらいで済めばいいけどな」
<3775> 「怪我人ひとりふたりくらいで済めばいいけどな」

// <3776> 長居
<3776> 長居

// <3777> 「活を入れるためにってこと？」
<3777> 「活を入れるためにってこと？」

// <3778> 瑚太朗＿必要
<3778> 瑚太朗＿必要

// <3779> 「ああ、そういうこともあるかもな」
<3779> 「ああ、そういうこともあるかもな」

// <3780> 西九条
<3780> 西九条

// <3781> 「経験者は語るってこと？」
<3781> 「経験者は語るってこと？」

// <3782> 瑚太朗＿必要
<3782> 瑚太朗＿必要

// <3783> 「…ああ」
<3783> 「…ああ」

// <3784> 全員が考え込む顔をした。
<3784> 全員が考え込む顔をした。

// <3785> 西九条
<3785> 西九条

// <3786> 「確かに一理あるね…」
<3786> 「確かに一理あるね…」

// <3787> 長居
<3787> 長居

// <3788> 「訓練中に死んでも…大丈夫なようになってるもんね、私たち…」
<3788> 「訓練中に死んでも…大丈夫なようになってるもんね、私たち…」

// <3789> 今宮
<3789> 今宮

// <3790> 「勇者様のご慧眼はさすがっすよねー。ザコじゃなければ」
<3790> 「勇者様のご慧眼はさすがっすよねー。ザコじゃなければ」

// <3791> 瑚太朗＿必要
<3791> 瑚太朗＿必要

// <3792> 「………」
<3792> 「………」

// <3793> その時、ビルの窓ガラスが割れて誰かが落ちてきた。
<3793> その時、ビルの窓ガラスが割れて誰かが落ちてきた。
