// <0000> 【ミラクル大冒険】
<0000> 【ミラクル大冒険】
// <1168> 救われる人々は、俺たちの存在になど気づかないだろう。
<1168> 救われる人々は、俺たちの存在になど気づかないだろう。

// <1169> 時空の内側にいる限り、気付くことはないはずだ。
<1169> 時空の内側にいる限り、気付くことはないはずだ。

// <1170> そのことが、少しばかり腹立たしい。
<1170> そのことが、少しばかり腹立たしい。

// <1171> 篝があまりにも報われないから。
<1171> 篝があまりにも報われないから。

// <1172> 篝
<1172> 篝

// <1173> 「■■■■■？」
<1173> 「■■■■■？」

// <1174> 篝が俺に話しかけている。
<1174> 篝が俺に話しかけている。

// <1175> 衝撃に打たれる。
<1175> 衝撃に打たれる。

// <1176> 篝
<1176> 篝

// <1177> 「■■■■■？」
<1177> 「■■■■■？」

// <1178> まるで理解もできないし、脳にも入ってこない。
<1178> まるで理解もできないし、脳にも入ってこない。

// <1179> 目眩に襲われた。
<1179> 目眩に襲われた。

// <1180> 高次の知識は、それ自体が強い毒性を持つ。
<1180> 高次の知識は、それ自体が強い毒性を持つ。

// <1181> 多元的な語りは、受け手に同等の水準を求める。
<1181> 多元的な語りは、受け手に同等の水準を求める。

// <1182> 俺には無理だ。
<1182> 俺には無理だ。

// <1183> 意識も遠のく。
<1183> 意識も遠のく。

// <1184> 気を失う直前、俺と篝の目が合った。
<1184> 気を失う直前、俺と篝の目が合った。

// <1185> それはもう異質の眼ではなかった。
<1185> それはもう異質の眼ではなかった。

// <1186> 人の瞳だった。
<1186> 人の瞳だった。

// <1187> 黒く輝く瞳孔が、俺に焦点を合わせていた。
<1187> 黒く輝く瞳孔が、俺に焦点を合わせていた。

// <1188> 篝はもう顕微鏡もなしで、俺を識別することができるのだ。
<1188> 篝はもう顕微鏡もなしで、俺を識別することができるのだ。

// <1189> 【危機】
<1189> 【危機】

// <1190> 危険を検出。
<1190> 危険を検出。

// <1191> 唐突でせかすような感覚が、再構成を促進した。
<1191> 唐突でせかすような感覚が、再構成を促進した。

// <1192> …緊急事態だ。
<1192> …緊急事態だ。

// <1193> ベッドから降りる。
<1193> ベッドから降りる。

// <1194> 瑚太朗
<1194> 瑚太朗

// <1195> 「篝、無事か！？」
<1195> 「篝、無事か！？」

// <1196> 篝
<1196> 篝

// <1197> 「…っ」
<1197> 「…っ」

// <1198> 俺を見つけてほっとした顔をする。
<1198> 俺を見つけてほっとした顔をする。

// <1199> 背中に隠れるようにしてしがみついてくる。
<1199> 背中に隠れるようにしてしがみついてくる。

// <1200> なんということだろう。あの篝が怯えていた。
<1200> なんということだろう。あの篝が怯えていた。

// <1201> 油断なく周囲を見張る。
<1201> 油断なく周囲を見張る。

// <1202> 異変は見られない。
<1202> 異変は見られない。

// <1203> だが気配は明らかに違っている。
<1203> だが気配は明らかに違っている。

// <1204> ねばつくような敵意が、夜に混入していた。
<1204> ねばつくような敵意が、夜に混入していた。

// <1205> 誰だ。
<1205> 誰だ。

// <1206> こんな悪意を放つヤツは？
<1206> こんな悪意を放つヤツは？

// <1207> 悪意もまた、人間固有の文化だ。
<1207> 悪意もまた、人間固有の文化だ。

// <1208> 瑚太朗
<1208> 瑚太朗

// <1209> 「敵は…人か？」
<1209> 「敵は…人か？」

// <1210> 俺のように投じられた人間が、他にいたのか。
<1210> 俺のように投じられた人間が、他にいたのか。

// <1211> いや、そうは考えにくい。
<1211> いや、そうは考えにくい。

// <1212> 事象が推移して、そういう者がやってきたと考える方が自然だ。
<1212> 事象が推移して、そういう者がやってきたと考える方が自然だ。

// <1213> 周囲に漂う憎悪は、分析すると明確に対象を指定している。
<1213> 周囲に漂う憎悪は、分析すると明確に対象を指定している。

// <1214> 篝だ。
<1214> 篝だ。

// <1215> 篝を狙っている。
<1215> 篝を狙っている。

// <1216> 敵は、最初から篝を憎んでいる。
<1216> 敵は、最初から篝を憎んでいる。

// <1217> 篝を鍵と見なし、殺害を企てた集団…超人サイドの誰かだろうか。
<1217> 篝を鍵と見なし、殺害を企てた集団…超人サイドの誰かだろうか。

// <1218> それが静流やルチアだったなら、厄介なことになる…
<1218> それが静流やルチアだったなら、厄介なことになる…

// <1219> 瑚太朗
<1219> 瑚太朗

// <1220> 「………来た」
<1220> 「………来た」

// <1221> 感じた。
<1221> 感じた。

// <1222> どこかで何かが実体化した！
<1222> どこかで何かが実体化した！

// <1223> 殺気、敵意、悪意。
<1223> 殺気、敵意、悪意。

// <1224> そういうものが世界に流れ込んで来た。
<1224> そういうものが世界に流れ込んで来た。

// <1225> 真水に塗料を垂らしたみたいに、煙状に拡散し…そして収束する。
<1225> 真水に塗料を垂らしたみたいに、煙状に拡散し…そして収束する。

// <1226> 目の前だ。
<1226> 目の前だ。

// <1227> 俺と同じやり方で、そいつは濃密な形を取り戻していく。
<1227> 俺と同じやり方で、そいつは濃密な形を取り戻していく。

// <1228> 瑚太朗
<1228> 瑚太朗

// <1229> 「…下がれ篝。常に俺の背中にいるように」
<1229> 「…下がれ篝。常に俺の背中にいるように」

// <1230> 前に出る。
<1230> 前に出る。

// <1231> オーロラの刃を抜く。
<1231> オーロラの刃を抜く。

// <1232> このためか。
<1232> このためか。

// <1233> このために、俺はいるのか。
<1233> このために、俺はいるのか。

// <1234> 悪意が獣の形をとる。
<1234> 悪意が獣の形をとる。

// <1235> この世のどれともつかない、不定形の獣だ。
<1235> この世のどれともつかない、不定形の獣だ。

// <1236> 俺はそれを知っている。
<1236> 俺はそれを知っている。

// <1237> いつぞやのビル街でも見た。
<1237> いつぞやのビル街でも見た。

// <1238> 瑚太朗
<1238> 瑚太朗

// <1239> 「………やっぱり、魔物だな」
<1239> 「………やっぱり、魔物だな」

// <1240> 体長５０センチほど。小型。
<1240> 体長５０センチほど。小型。

// <1241> 再構成完了前に攻撃するのが有効か。
<1241> 再構成完了前に攻撃するのが有効か。

// <1242> 仕掛ける。
<1242> 仕掛ける。

// <1243> （自分としては）電光石火の突き込みを、魔物は寸前で回避した。
<1243> （自分としては）電光石火の突き込みを、魔物は寸前で回避した。

// <1244> 細かく跳ねながら、俺の左手側に飛び込む。
<1244> 細かく跳ねながら、俺の左手側に飛び込む。

// <1245> 刃のない側を駆け抜けようという魂胆だ。
<1245> 刃のない側を駆け抜けようという魂胆だ。

// <1246> 素早い。
<1246> 素早い。

// <1247> だが対応できない速度ではない。
<1247> だが対応できない速度ではない。

// <1248> …はずが、なぜか動き損ねた。
<1248> …はずが、なぜか動き損ねた。

// <1249> 棒立ちとなった。
<1249> 棒立ちとなった。

// <1250> 瑚太朗
<1250> 瑚太朗

// <1251> （！？）
<1251> （！？）

// <1252> 自分でもなぜそんな失態をしたのかわからない。
<1252> 自分でもなぜそんな失態をしたのかわからない。

// <1253> 素人のようなミスだ。
<1253> 素人のようなミスだ。

// <1254> 鋭く跳躍した魔物は、俺の肩口を通り過ぎていく。
<1254> 鋭く跳躍した魔物は、俺の肩口を通り過ぎていく。

// <1255> 篝
<1255> 篝

// <1256> 「…ッ！」
<1256> 「…ッ！」

// <1257> 背後で篝がうろたえた。
<1257> 背後で篝がうろたえた。

// <1258> 呪縛を引きちぎり、振り返る。
<1258> 呪縛を引きちぎり、振り返る。

// <1259> ちょうど篝の両腕の間で、リボンの束が膨れあがるのが見えた。
<1259> ちょうど篝の両腕の間で、リボンの束が膨れあがるのが見えた。

// <1260> 防衛本能の発露。
<1260> 防衛本能の発露。

// <1261> 網状に広がり、飛び込んできた魔物をがんじがらめに受け止めた。
<1261> 網状に広がり、飛び込んできた魔物をがんじがらめに受け止めた。

// <1262> 防御できた。そのはずが…
<1262> 防御できた。そのはずが…

// <1263> 魔物が空中で身をひねると、絡みつくリボンが難無く切り裂かれた。
<1263> 魔物が空中で身をひねると、絡みつくリボンが難無く切り裂かれた。

// <1264> …篝の力を中和している！
<1264> …篝の力を中和している！

// <1265> 思考さえ挟まず、反射的に踏み込む。
<1265> 思考さえ挟まず、反射的に踏み込む。

// <1266> …良し。
<1266> …良し。

// <1267> ボレーシュートで魔物を篝の眼前から蹴り飛ばす。
<1267> ボレーシュートで魔物を篝の眼前から蹴り飛ばす。

// <1268> 付近の幹に激突した魔物が落下する前に、狙いあやまたず刃を突き入れた。
<1268> 付近の幹に激突した魔物が落下する前に、狙いあやまたず刃を突き入れた。

// <1269> 強い抵抗。粘土に棒をさすような、重い粘つき。
<1269> 強い抵抗。粘土に棒をさすような、重い粘つき。

// <1270> リボンを無効にするほどの力が、源流を同じくするオーロラの切れ味をも鈍らせている。
