// <0000> ＭＴＧに参加している時のことだった。
<0000> ＭＴＧに参加している時のことだった。
<5646> 窓によりかかるようにして、ずっと同じ姿勢でいる。

// <5647> いくら話しかけてもほとんど反応することはなくなった。
<5647> いくら話しかけてもほとんど反応することはなくなった。

// <5648> 俺は焦っていた。
<5648> 俺は焦っていた。

// <5649> キーボードに指を走らせる。
<5649> キーボードに指を走らせる。

// <5650> つい表現に工夫しがちなことに気付き、頭を自分で殴る。
<5650> つい表現に工夫しがちなことに気付き、頭を自分で殴る。

// <5651> …意味が伝わればいい。飾りはいらない。
<5651> …意味が伝わればいい。飾りはいらない。

// <5652> 添付する画像を吟味し、レイアウトを決め、的確な解説を加えていく。
<5652> 添付する画像を吟味し、レイアウトを決め、的確な解説を加えていく。

// <5653> まるでジャーナリストの気分。
<5653> まるでジャーナリストの気分。

// <5654> 海の向こうでも、ヤスミンたちが同じ作業をしているはずだ。
<5654> 海の向こうでも、ヤスミンたちが同じ作業をしているはずだ。

// <5655> なんといったか、連中…
<5655> なんといったか、連中…

// <5656> ミドウ…テンマ…テンジン…
<5656> ミドウ…テンマ…テンジン…

// <5657> もともとは名もなき子らだったらしい。
<5657> もともとは名もなき子らだったらしい。

// <5658> なぜか日本的な名を自分でつけた。
<5658> なぜか日本的な名を自分でつけた。

// <5659> ヤスミン曰く、日本は遠く離れた、幸せの土地なのだそうだ。
<5659> ヤスミン曰く、日本は遠く離れた、幸せの土地なのだそうだ。

// <5660> …アニメとかゲームがあるせいか？　気楽そうな国だからか？
<5660> …アニメとかゲームがあるせいか？　気楽そうな国だからか？

// <5661> いや、まさかな…
<5661> いや、まさかな…

// <5662> それに実際のとこ、そんな気楽な国でもないし、よそ者には冷たいところもある。
<5662> それに実際のとこ、そんな気楽な国でもないし、よそ者には冷たいところもある。

// <5663> …いつか、気軽に遊びに来ることができればいいんだが。
<5663> …いつか、気軽に遊びに来ることができればいいんだが。

// <5664> とにかく、かつて手をさしのべた子供たちが、俺の仕事を手伝ってくれている。
<5664> とにかく、かつて手をさしのべた子供たちが、俺の仕事を手伝ってくれている。

// <5665> 瑚太朗＿必要
<5665> 瑚太朗＿必要

// <5666> 「待ってろ、篝」
<5666> 「待ってろ、篝」

// <5667> 瑚太朗＿必要
<5667> 瑚太朗＿必要

// <5668> 「もうすぐだからな」
<5668> 「もうすぐだからな」

// <5669> 瑚太朗＿必要
<5669> 瑚太朗＿必要

// <5670> 「おまえの望むもの、もうすぐだ」
<5670> 「おまえの望むもの、もうすぐだ」

// <5671> 篝
<5671> 篝

// <5672> 「…」
<5672> 「…」

// <5673> 少女は語らない。
<5673> 少女は語らない。

// <5674> 物憂い瞳だけが、秘めた感情を伝えた。
<5674> 物憂い瞳だけが、秘めた感情を伝えた。

// <5675> 瑚太朗＿必要
<5675> 瑚太朗＿必要

// <5676> 「…もうちょっとだけ耐えてくれよ」
<5676> 「…もうちょっとだけ耐えてくれよ」

// <5677> 聖女会
<5677> 聖女会

// <5678> 「…お待ちを」
<5678> 「…お待ちを」

// <5679> 神殿に入ろうとしてゲート前で止められた。
<5679> 神殿に入ろうとしてゲート前で止められた。

// <5680> 警備員が女性に変わっていた。
<5680> 警備員が女性に変わっていた。

// <5681> 瑚太朗＿必要
<5681> 瑚太朗＿必要

// <5682> 「あんた、聖女会の人だろ」
<5682> 「あんた、聖女会の人だろ」

// <5683> 聖女会
<5683> 聖女会

// <5684> 「今日からこちらの建物は、聖女会が独占的に使用することになりました」
<5684> 「今日からこちらの建物は、聖女会が独占的に使用することになりました」

// <5685> 聖女会
<5685> 聖女会

// <5686> 「それ以外のスタッフには、立ち入りはご遠慮いただいております」
<5686> 「それ以外のスタッフには、立ち入りはご遠慮いただいております」

// <5687> 瑚太朗＿必要
<5687> 瑚太朗＿必要

// <5688> 「そんな連絡、こっちには来てないけどな」
<5688> 「そんな連絡、こっちには来てないけどな」

// <5689> 聖女会
<5689> 聖女会

// <5690> 「緊急に決まったことですから」
<5690> 「緊急に決まったことですから」

// <5691> 聖女会
<5691> 聖女会

// <5692> 「収穫祭が終わるまで、指示は最寄りのマーテル会館を通して受けてください」
<5692> 「収穫祭が終わるまで、指示は最寄りのマーテル会館を通して受けてください」

// <5693> 瑚太朗＿必要
<5693> 瑚太朗＿必要

// <5694> 「一般会員がいるのにか？」
<5694> 「一般会員がいるのにか？」

// <5695> 聖女会
<5695> 聖女会

// <5696> 「収穫祭が終わるまでは、全てのプログラムが中止されていますよ」
<5696> 「収穫祭が終わるまでは、全てのプログラムが中止されていますよ」

// <5697> 瑚太朗＿必要
<5697> 瑚太朗＿必要

// <5698> 「ん、そうか…いや、しかしな、俺は開発セクションの人間なんだが」
<5698> 「ん、そうか…いや、しかしな、俺は開発セクションの人間なんだが」

// <5699> 聖女会
<5699> 聖女会

// <5700> 「開発セクションは一時凍結されます」
<5700> 「開発セクションは一時凍結されます」

// <5701> 瑚太朗＿必要
<5701> 瑚太朗＿必要

// <5702> 「なんだとぉ？」
<5702> 「なんだとぉ？」

// <5703> 聖女会
<5703> 聖女会

// <5704> 「突然のことで申し訳ありませんが、お願いいたします」
<5704> 「突然のことで申し訳ありませんが、お願いいたします」

// <5705> ほとんど突き出される形で、道に押し戻された。
<5705> ほとんど突き出される形で、道に押し戻された。

// <5706> 瑚太朗＿必要
<5706> 瑚太朗＿必要

// <5707> （…洲崎の言ったとおりだな）
<5707> （…洲崎の言ったとおりだな）

// <5708> 加島が強権を発動したのだ。
<5708> 加島が強権を発動したのだ。

// <5709> だが、あまりにも性急だ。
<5709> だが、あまりにも性急だ。

// <5710> 鍵も手中におさめていないのに、なぜだ？
<5710> 鍵も手中におさめていないのに、なぜだ？

// <5711> 瑚太朗＿必要
<5711> 瑚太朗＿必要

// <5712> （魔物使いたちの布陣や、来世側の状況も確認しておきたかったが…ここまでだな）
<5712> （魔物使いたちの布陣や、来世側の状況も確認しておきたかったが…ここまでだな）

// <5713> 　俺は神殿に背を向けた。
<5713> 　俺は神殿に背を向けた。

// <5714> 　鈴木凡人の出番は終わり、
<5714> 　鈴木凡人の出番は終わり、

// <5715> 天王寺瑚太朗に戻る時が来ていた。
<5715> 天王寺瑚太朗に戻る時が来ていた。

// <5716> いつ何が起きても動けるよう、機材の大半を処分した。
<5716> いつ何が起きても動けるよう、機材の大半を処分した。

// <5717> そのせいか、室内はいつも以上に閑散としていた。
<5717> そのせいか、室内はいつも以上に閑散としていた。

// <5718> 残されているものは、足のつかないものばかりだ。
<5718> 残されているものは、足のつかないものばかりだ。

// <5719> ノートパソコンに表示されたメッセージウインドウに、細かい文字列が高速で流れていく。
<5719> ノートパソコンに表示されたメッセージウインドウに、細かい文字列が高速で流れていく。

// <5720> Ｋｏｋｏ１０１０
<5720> Ｋｏｋｏ１０１０

// <5721> 『計画書は受け取った、問題なしだ。この通りに進められる』
<5721> 『計画書は受け取った、問題なしだ。この通りに進められる』

// <5722> Ｋｏｋｏ１０１０
<5722> Ｋｏｋｏ１０１０

// <5723> 『ギリギリだったが、よくやってくれた』
<5723> 『ギリギリだったが、よくやってくれた』

// <5724> Ｊａｓｍｉｎｅ２０１５
<5724> Ｊａｓｍｉｎｅ２０１５

// <5725> 『はい、どうもです
<5725> 『はい、どうもです

// <5726> :)
<5726> :)

// <5727> 』
<5727> 』

// <5728> Ｋｏｋｏ１０１０
<5728> Ｋｏｋｏ１０１０

// <5729> 『入金は確認したか？』
<5729> 『入金は確認したか？』

// <5730> Ｊａｓｍｉｎｅ２０１５
<5730> Ｊａｓｍｉｎｅ２０１５

// <5731> 『入っていました。ありがとう』
<5731> 『入っていました。ありがとう』

// <5732> Ｋｏｋｏ１０１０
<5732> Ｋｏｋｏ１０１０

// <5733> 『最後の入金になると思うが、足りそうか？』
<5733> 『最後の入金になると思うが、足りそうか？』

// <5734> Ｊａｓｍｉｎｅ２０１５
<5734> Ｊａｓｍｉｎｅ２０１５

// <5735> 『はい。こちらにも蓄えがありますし、問題なく』
<5735> 『はい。こちらにも蓄えがありますし、問題なく』

// <5736> Ｋｏｋｏ１０１０
<5736> Ｋｏｋｏ１０１０

// <5737> 『皆は？』
<5737> 『皆は？』

// <5738> Ｊａｓｍｉｎｅ２０１５
<5738> Ｊａｓｍｉｎｅ２０１５

// <5739> 『前回の報告通り、一足先に土地を離れました』
<5739> 『前回の報告通り、一足先に土地を離れました』

// <5740> Ｊａｓｍｉｎｅ２０１５
<5740> Ｊａｓｍｉｎｅ２０１５

// <5741> 『あなたにとても感謝していたようです。最後に会えないことを残念がってました』
<5741> 『あなたにとても感謝していたようです。最後に会えないことを残念がってました』

// <5742> Ｋｏｋｏ１０１０
<5742> Ｋｏｋｏ１０１０

// <5743> 『下手に俺とは接触しない方がいいからな』
<5743> 『下手に俺とは接触しない方がいいからな』

// <5744> Ｊａｓｍｉｎｅ２０１５
<5744> Ｊａｓｍｉｎｅ２０１５

// <5745> 『こたろうはもうこちらには来ないのですか？』
<5745> 『こたろうはもうこちらには来ないのですか？』

// <5746> Ｋｏｋｏ１０１０
<5746> Ｋｏｋｏ１０１０

// <5747> 『名前』
<5747> 『名前』

// <5748> Ｊａｓｍｉｎｅ２０１５
