// <0000> すぐさま救急車で運ばれる。
<0000> すぐさま救急車で運ばれる。
// <6039> 静流
<6039> 静流

// <6040> 「………」
<6040> 「………」

// <6041> す、と会長の顔に手を当てる。
<6041> す、と会長の顔に手を当てる。

// <6042> 朱音
<6042> 朱音

// <6043> 「……！！」
<6043> 「……！！」

// <6044> 朱音
<6044> 朱音

// <6045> 「あ…」
<6045> 「あ…」

// <6046> ふ、と会長が目を閉じた。
<6046> ふ、と会長が目を閉じた。

// <6047> 静流
<6047> 静流

// <6048> 「………」
<6048> 「………」

// <6049> ちはや
<6049> ちはや

// <6050> 「な、何をしたんです……？」
<6050> 「な、何をしたんです……？」

// <6051> 静流
<6051> 静流

// <6052> 「悪い夢なら、忘れなきゃいけない」
<6052> 「悪い夢なら、忘れなきゃいけない」

// <6053> 静流
<6053> 静流

// <6054> 「人は、きっとそう出来てる」
<6054> 「人は、きっとそう出来てる」

// <6055> 静流
<6055> 静流

// <6056> 「…けど、目の前にある現実なら…」
<6056> 「…けど、目の前にある現実なら…」

// <6057> 静流
<6057> 静流

// <6058> 「そこにあるものなんだから、きっとそれは、取り除くことが出来る」
<6058> 「そこにあるものなんだから、きっとそれは、取り除くことが出来る」

// <6059> 静流
<6059> 静流

// <6060> 「どれだけかかるか、本当に出来るかわからないけど…」
<6060> 「どれだけかかるか、本当に出来るかわからないけど…」

// <6061> 静流
<6061> 静流

// <6062> 「それに向かって、手をかざすことは出来る、と思う」
<6062> 「それに向かって、手をかざすことは出来る、と思う」

// <6063> ちはや
<6063> ちはや

// <6064> 「静流…」
<6064> 「静流…」

// <6065> 西九条
<6065> 西九条

// <6066> 「結局、こうするのがうまくいく方法だったのかもしれないわね」
<6066> 「結局、こうするのがうまくいく方法だったのかもしれないわね」

// <6067> 瑚太朗
<6067> 瑚太朗

// <6068> 「西九条さん、来てくれると思わなかった」
<6068> 「西九条さん、来てくれると思わなかった」

// <6069> 西九条
<6069> 西九条

// <6070> 「私はただの、静流ちゃんの付き添いよ」
<6070> 「私はただの、静流ちゃんの付き添いよ」

// <6071> 西九条
<6071> 西九条

// <6072> 「それに…」
<6072> 「それに…」

// <6073> 光の柱へ目をやる。
<6073> 光の柱へ目をやる。

// <6074> 西九条
<6074> 西九条

// <6075> 「ガイアの計画も潰せたわけだし」
<6075> 「ガイアの計画も潰せたわけだし」

// <6076> 静流
<6076> 静流

// <6077> 「………」
<6077> 「………」

// <6078> 眠っている朱音を、静流が背負う。
<6078> 眠っている朱音を、静流が背負う。

// <6079> 西九条
<6079> 西九条

// <6080> 「ガイアの聖女…加島桜と言ったかしら…」
<6080> 「ガイアの聖女…加島桜と言ったかしら…」

// <6081> 西九条
<6081> 西九条

// <6082> 「この子はきっと本当の意味で、その思想を受け継いでしまったのね」
<6082> 「この子はきっと本当の意味で、その思想を受け継いでしまったのね」

// <6083> 瑚太朗
<6083> 瑚太朗

// <6084> 「確かに、別の誰かみたいでした…」
<6084> 「確かに、別の誰かみたいでした…」

// <6085> 長年、それも数十や数百ではくだらないような…莫大な怨念を見た気がする。
<6085> 長年、それも数十や数百ではくだらないような…莫大な怨念を見た気がする。

// <6086> 会長の口ぶりからだけでは計り知ることは出来なかったが、間違いなくそこには別の影が宿っていた。
<6086> 会長の口ぶりからだけでは計り知ることは出来なかったが、間違いなくそこには別の影が宿っていた。

// <6087> 聖女って言うのは、そういうものを受け継いでいく存在の事だったんじゃないだろうか。
<6087> 聖女って言うのは、そういうものを受け継いでいく存在の事だったんじゃないだろうか。

// <6088> おそらく、今となっては真実を知ることはできやしないだろうけど…。
<6088> おそらく、今となっては真実を知ることはできやしないだろうけど…。

// <6089> 瑚太朗
<6089> 瑚太朗

// <6090> 「あ…」
<6090> 「あ…」

// <6091> 西九条
<6091> 西九条

// <6092> 「ん？」
<6092> 「ん？」

// <6093> 瑚太朗
<6093> 瑚太朗

// <6094> 「良く考えたら俺たちって、どうなるんです？　ガイア関係者と首謀者なんですけど…」
<6094> 「良く考えたら俺たちって、どうなるんです？　ガイア関係者と首謀者なんですけど…」

// <6095> 西九条
<6095> 西九条

// <6096> 「そうね…」
<6096> 「そうね…」

// <6097> 西九条
<6097> 西九条

// <6098> 「天王寺君と鳳さんは多分大丈夫だろうけど…」
<6098> 「天王寺君と鳳さんは多分大丈夫だろうけど…」

// <6099> 西九条
<6099> 西九条

// <6100> 「この子は、さすがに…」
<6100> 「この子は、さすがに…」

// <6101> 瑚太朗
<6101> 瑚太朗

// <6102> 「………」
<6102> 「………」

// <6103> 静流
<6103> 静流

// <6104> 「心配ない」
<6104> 「心配ない」

// <6105> 瑚太朗
<6105> 瑚太朗

// <6106> 「え？」
<6106> 「え？」

// <6107> 静流
<6107> 静流

// <6108> 「心神喪失状態」
<6108> 「心神喪失状態」

// <6109> 静流
<6109> 静流

// <6110> 「要保護観察」
<6110> 「要保護観察」

// <6111> 静流
<6111> 静流

// <6112> 「私が引き受ける」
<6112> 「私が引き受ける」

// <6113> 西九条
<6113> 西九条

// <6114> 「静流ちゃん…」
<6114> 「静流ちゃん…」

// <6115> 静流
<6115> 静流

// <6116> 「きっと、なんとかなる」
<6116> 「きっと、なんとかなる」

// <6117> 西九条
<6117> 西九条

// <6118> 「そうね」
<6118> 「そうね」

// <6119> 西九条
<6119> 西九条

// <6120> 「でも、もっといい方法を思いついちゃったわ」
<6120> 「でも、もっといい方法を思いついちゃったわ」

// <6121> 静流
<6121> 静流

// <6122> 「む…」
<6122> 「む…」

// <6123> 西九条
<6123> 西九条

// <6124> 「多分、証明も出来るわ」
<6124> 「多分、証明も出来るわ」

// <6125> 静流
<6125> 静流

// <6126> 「そうか」
<6126> 「そうか」

// <6127> 瑚太朗
<6127> 瑚太朗

// <6128> 「え、大丈夫なんですか？」
<6128> 「え、大丈夫なんですか？」

// <6129> 西九条
<6129> 西九条

// <6130> 「任せてちょうだい」
<6130> 「任せてちょうだい」

// <6131> 瑚太朗
<6131> 瑚太朗

// <6132> 「………」
<6132> 「………」

// <6133> ちはや
<6133> ちはや

// <6134> 「…なんか」
<6134> 「…なんか」

// <6135> 瑚太朗
<6135> 瑚太朗

// <6136> 「うまくいった、な」
<6136> 「うまくいった、な」

// <6137> ちはや
<6137> ちはや

// <6138> 「はい」
<6138> 「はい」

// <6139> ちはや
<6139> ちはや

// <6140> 「ただ…」
<6140> 「ただ…」

// <6141> ちはやは、光の柱…オーロラの泉を覗きこむ。
<6141> ちはやは、光の柱…オーロラの泉を覗きこむ。

// <6142> ちはや
<6142> ちはや

// <6143> 「…咲夜は、帰って来ませんね」
<6143> 「…咲夜は、帰って来ませんね」

// <6144> 瑚太朗
<6144> 瑚太朗

// <6145> 「………」
<6145> 「………」

// <6146> ちはや
<6146> ちはや

// <6147> 「いいんです。ぎるも言ってたけど、なんとなくわかってたんです」
<6147> 「いいんです。ぎるも言ってたけど、なんとなくわかってたんです」

// <6148> ちはや
<6148> ちはや

// <6149> 「咲夜、いつまでも一緒じゃないって…」
<6149> 「咲夜、いつまでも一緒じゃないって…」

// <6150> ちはや
<6150> ちはや

// <6151> 「それに、色々見つかりましたから」
<6151> 「それに、色々見つかりましたから」

// <6152> ちはや
<6152> ちはや

// <6153> 「…咲夜は、ずっと一緒でしたから…」
<6153> 「…咲夜は、ずっと一緒でしたから…」

// <6154> ちはや
<6154> ちはや

// <6155> 「わがまま、聞いてあげないとですしね」
<6155> 「わがまま、聞いてあげないとですしね」

// <6156> 瑚太朗
<6156> 瑚太朗

// <6157> 「そうだな」
<6157> 「そうだな」

// <6158> ちはや
<6158> ちはや

// <6159> 「ちゃんとお別れできなかったのが、本当に…」
<6159> 「ちゃんとお別れできなかったのが、本当に…」

// <6160> ちはや
<6160> ちはや

// <6161> 「こころのこりなんですけど…」
<6161> 「こころのこりなんですけど…」

// <6162> 瑚太朗
<6162> 瑚太朗

// <6163> 「…泣くなって」
<6163> 「…泣くなって」

// <6164> ちはや
<6164> ちはや

// <6165> 「泣いてませんよっ」
<6165> 「泣いてませんよっ」

// <6166> ちはや
<6166> ちはや

// <6167> 「…うん、泣いてませんっ」
<6167> 「…うん、泣いてませんっ」

// <6168> 瑚太朗
<6168> 瑚太朗

// <6169> 「そうだな」
<6169> 「そうだな」

// <6170> ちはや
<6170> ちはや

// <6171> 「私が泣いてないったら泣いてないんですっ」
<6171> 「私が泣いてないったら泣いてないんですっ」

// <6172> 瑚太朗
<6172> 瑚太朗

// <6173> 「うん」
<6173> 「うん」

// <6174> ちはや
<6174> ちはや

// <6175> 「………」
<6175> 「………」

// <6176> 瑚太朗
<6176> 瑚太朗

// <6177> 「………」
<6177> 「………」

// <6178> 瑚太朗
<6178> 瑚太朗

// <6179> 「…さて」
<6179> 「…さて」

// <6180> 瑚太朗
<6180> 瑚太朗

// <6181> 「行こうか」
<6181> 「行こうか」

// <6182> ちはや
<6182> ちはや

// <6183> 「…はい」
<6183> 「…はい」

// <6184> その空間を抜けた俺たちを待っていたのは、朝日だった。
<6184> その空間を抜けた俺たちを待っていたのは、朝日だった。

// <6185> 外にいたガーディアンのメンバーたちに西九条さんが告げたのは、ただ一言。
<6185> 外にいたガーディアンのメンバーたちに西九条さんが告げたのは、ただ一言。

// <6186> 『聖女はもう死んだ』。
<6186> 『聖女はもう死んだ』。

// <6187> みんな、俺を助けてくれた。
<6187> みんな、俺を助けてくれた。

// <6188> 俺たちと一緒に歩いてくれた。
<6188> 俺たちと一緒に歩いてくれた。

// <6189> …敵だっていた。
<6189> …敵だっていた。

// <6190> けど、そんなやつらばっかりじゃない。
<6190> けど、そんなやつらばっかりじゃない。

// <6191> ちはやが、俺の隣にいる。
<6191> ちはやが、俺の隣にいる。

// <6192> 手をつないで歩いている。
<6192> 手をつないで歩いている。

// <6193> …いろんな事、あったけど。
<6193> …いろんな事、あったけど。

// <6194> いい終わり方じゃないか。
<6194> いい終わり方じゃないか。

// <6195> そう思っていた。
<6195> そう思っていた。

// <6196> ここで、終わりだ。
<6196> ここで、終わりだ。

// <6197> また明日から、違う道が始まると。
<6197> また明日から、違う道が始まると。

// <6198> そう思っていた俺は。
<6198> そう思っていた俺は。

// <6199> 刹那、絶望の中に叩きこまれた。
<6199> 刹那、絶望の中に叩きこまれた。

// <6200> 西九条
<6200> 西九条

// <6201> 「なに…あれ…！」
<6201> 「なに…あれ…！」

// <6202> 天を突くように聳え浮かび上がる、巨大な塊。
<6202> 天を突くように聳え浮かび上がる、巨大な塊。

// <6203> …さながら、冷涼たる巨山の様に。
<6203> …さながら、冷涼たる巨山の様に。

// <6204> 俺たちはただ、見上げるばかりだった。
<6204> 俺たちはただ、見上げるばかりだった。

// <6205> その、脈打ち鳴動する…
<6205> その、脈打ち鳴動する…

// <6206> ちはや
<6206> ちはや

// <6207> 「魔物…」
<6207> 「魔物…」
